spolecnost	sidlo	rok_zalozeni	stari	stáří	NACE-CZ	prav_forma	zahr_kapital	pocet_zam	obrat2008	zamereni	zamereni_text	1a	1b	1c	1d	1e	1f	1g	1h	2a_vyuz	2a_plan	2a_spok	2b_vyuz	2b_plan	2b_spok	2c_vyuz	2c_plan	2c_spok	2d_vyuz	2d_plan	2d_spok	2e_vyuz	2e_plan	2e_spok	2f_vyuz	2f_plan	2f_spok	2g_vyuz	2g_plan	2g_spok	2g_text	2h_vyuz	2h_plan	2h_spok	2i_vyuz	2i_plan	2i_spok	2j_vyuz	2j_plan	2j_spok	2k_vyuz	2k_plan	2k_spok	2l_vyuz	2l_plan	2l_spok	2l_text	3	3_text	4a	4b	4c	4d	4e	4f	4g	5a	5b	5c	5d	5e	5f	5g	5h	5i	5j	5k	5l	5m	5n	5o	5p	5r	5r_text	6a_1	6a_2	6a_3	6a_4	6a_5	6a_6	6b_1	6b_2	6b_3	6b_4	6c	6d	6e	6f	6g	6h	6h_text	7	8a	8b	8c	8d	8e	8f	8g	8h	8i	8i_text	8j	9	10	11a	11b	11c	11d	11e	11f	12a	12b	12c	12d	12e	12f	12f_text	13a	13b	13c	13d	13e	13f	13f_text	14	15	15_text
Trim	Zlín	1990	1	1	Výroba a prodej nábytku	s.r.o.	2	2	1	1		3	3	4	2	4	3	5	3	3		4	3		4		1						1			1							2			2			2		2		4					3		5	5	3	4	4	4	3	4	3	3	5	4	4	5	4	3	3	4	4	3	4	2	3			0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1		1	1	0	0	1	1	0	1	0	0		0	2	3	0	0	1	0	0	1	1	1	0	0	0	0		4	5	3	5	3			2	2	
Trio Ložiska, s.r.o.	Olomouc	1997	2	2	velkoobchod	s.r.o.	2	1	2	3		4	5	5	2	5	3	2	4	3		5	2		4		2		2		4		2			2			2																			1		5	5	4	4	4	4	2	5	5	5	4	5	4	4	3	4	4	1	4	4	4	2	4			0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0		3	1	0	0	1	0	1	1	1	0		0	2	3	0	0	0	0	1	1	1	0	0	0	0	0		4	4	2	4	2			1	1	
TRW-DAS a.s.	Dačice	1960	1	1	293200	a.s.	1	4	4	1		4	3	4	4	2	4	1	1	3		3	3		2		2		3		3		2			1			2			3		3		2		2		1		2			2			1		5	3	3	3	3	4	2	4	3	3	4	4	2	2	4	3	3	4	3	3	3	2	3			0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0		2	0	1	0	1	1	0	0	0	0		0	2		0	1	1	1	1	1	1	1	0	0	0	0		2	1	2	5	1			2	1	příklon k ukazatelům orientovaným na cash-flow
United Polymers	Hranice na Moravě	1991	2	2	Výroba pryžových a plastových výrobků	s.r.o.	2	3	1	1		4	3	4	5	5	4	3	2	2		4	2		4	3		3	2		3		1		2		4	3		4			1			1			1		2		3					1		4	4	2	2	3	3	3	4	5	4	4	4	4	4	2	3	3	2	2	2	2	3	3			0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0		2	1	1	0	1	1	0	1	0	0		0	3	2	0	0	1	1	1	0	1	1	1	1	1	0		3	4	4	4	2			1	2	
UPMAN, s.r.o.	Zlín	1997	2	2	výroba obuvi	s.r.o.	2	3	2	1		4	3	3	2	5	4	3	5	3		5		1					3		5																											3	označena možnost a) i c)	5	4	3	4		5	3	5	5	5	5	3	4	4	3	3	4	4	5	3	5	3	4			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		0		3							0	0	0	0	0	0									2	1	
Valašské lesotechnické meliorace	Valašské Meziříčí	1992	2	2	Provádění staveb včetně jejich změn, udržovacích prací na nich a jejich odstraňování	a.s.	2	2	2	1		5	5	5	2	2	2	2	2	3		4		1			2		1		3		2			1		3		4			1			1			2			2						3		5	4	3	2	2	4	3	5	5	5	5	4	3	3	4	4	3	5	3	3	3	3	3	5	počet zakázek	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0		1	1	0	0	1	1	0	1	0	0		0	3	3	0	0	0	0	1	1	1	0	0	0	0	0		2	1	3	5	2	5	nabídka státních zakázek	2	1	větší kontrola financí
Valašsko s.r.o.	Valašské Příkazy 55, 756 12	2003	3	2	dřevovýroba	s.r.o.	2	2	1	1		4	3	2	2	3	4	3	4		1			2			2			1			2			2			2				2			2			2		1		5					3		5	5	2	3	3	3	1	5	5	4	4	4	4	4	3	2	4	2	3	2	3	1	3			0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		3	1	0	0	0	0	0	0	0	0		0	2	2	0				1	0	1	1	0	0	0	0		3	1	2	5	4			2	2	
Valatrans	Liptál u Vsetína	2002	3	2	Silniční nákladní doprava	a.s.	2	3	4	2		5	3	4	2	5	3	1	3	3		4	2		4		2		2		3		2			2						1		4		1			2			1						2		5	3	4	3	3	4	1	5	4	4	4	5	3		2	4	1		3	2	3	1	2			0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0		3	0	0	0	1	0	0	0	1	0		0	1	3	0	0	0	0	0	0	1	0	0	1	0	0		4	1	2	3	3	5	globální hospodářská krize	2	1	nyní se vedení společnosti nezaměřuje již tolik na výši tržeb, ale na velikost marže
Vápenka Vitošov	Zábřeh	1992	2	2		s.r.o.	1	3	4	1		4	4	2	3	2	4	4	2	2		5		2			2		2		4		2			2		3		3	ISO		2			2			2		2		4					3		5	4	3	4	3	2	3	4	4	4	4	2	2	3	4	3	4	3	4	3	3	3	2			1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0		1	1	1	0	0	1	0	0	0	0		0	1	3	1	1	1	0	1	1	1	1	0	0	0	0		3	1	2	3	2			2	2	
Vašíček - pekařství a cukrářství, s.r.o.	Zábřeh	1991	2	2	1071	s.r.o.	2	3	2	1		4	3	4	4	2	4	3	1	2		4		2			2		1		2		2			1		1		2			2			2			2		1		3					1		3	5	4	5		5	5	3	4	4	4	5	5	5	5	4	5	5	5	5	5	4	4			1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		1	0	0	0	1	0	0	0	0	0		0	1	2	0	0	1				0	0	0	0	0	0		2	1	2	2	2	5	konkurenční boj obchodních řetězců	1	2	
VISIMPEX, a.s.	Přerov	1992	2	2	obchod, služby	a.s.		3	3	3	obchod a služby	5	5	4	4	4	5	4	4	2		5	2		4	2		3	1		4	1		3	1		3	2		4		1		4	1		3				1		2					1		5	4	4	4	4	5	5	4	5	4	5	5	4	4	3	4	5	4	4	4	5	5	4			0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0			1	0	0	1	1	0	0	1	0		0	1	1	0		1	1			1	1	1	0	0	0		5	4	2	5	4			1	1	
Visteon Autopal	Hluk	1879	1	1	výroba chladícího zařízení pro automobily	s.r.o.	1	4	4	1		3	4	3	4	2	3	3	3	3		4	3		4		2		3		4							3		5	řešení reklamací metodou G8D				3		3	3		3	3		3					1		4	4	3	3	3	3	3	3	4	3	4	5	5	5	3	2	2	3	3	3	2	4	3			0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0		1	1	0	0	0	0	0	1	0	0		0	1		1	1	1	1		1	0	0	0	0	0	0			2		5				2	1	neustálý tlak na snižování nákladů
VIZET	Valašské Klobouky	2006	3	3	Strojírenská výroba	s.r.o.	2	2	1	1		5	4	5	4	5	5	4	5	2		4													1		4																					3		5	5	4	5		5	4	4	4	4	4	5	5	5	5	4	4	5	5	5	5	4	4			0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0		1	1	0	0	1	1	0	0	0	0		0		3							1	0	0	0	0	0		3	1	5	3	3				2	
VODÁRENSKÁ AKCIOVÁ SPOLEČNOST, a.s.	Soběšická 820/156, 638 01 Brno	1993	2	2		a.s.	1	4	4	2			5	3	5	3	5	5	3	3		3	2		3		1		3		3		1			1			1			3		3		1			1			1			1			1		4	5	4	4	3	5	2	4	4	5	5	4	5	4	5	4	4	4	5	5	5	3	3			0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	relativní ukazatele - výtěžnost sítě, délka sítě na pracovníka...	2	0	1	0	1	0	0	0	0	0		0	1	3	0	1	1	1	0	1	1	1	0	0	0	0		1	1	1	3	3			1	1	
Vodovody a kanalizace Hodonín	Hodonín	1994	2	2	provozování vodovodů a kanalizací	a.s.	2	4	4	2		4	5	5	4	5	5		5	3		5	2		3				3		3	2		3																								1		5	5	4	4	4	4	3	3	5	5	5	4	5	4	4	3	4	3	5	5	4	2	3			1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0		1	1	0	0	0	0	0	0	0	0		0	1	2	0	1	1		0		0	1	0	0	0	0		1	5	3	5	3			2		
Vodovody a kanalizace Vsetín	Vsetín	1993	2	2	Shromažďování, úprava a rozvod vody	a.s.	2	3	4	1		5	4		4	5	4		5	3		4	3		4	2		3	3		4		1					3			ISO 9001	3		4														1		4	5	5	5	5	5	5	3	4	3	4	5	5	5	5	5	4	4	5	5	5	4	4			0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		2	1	0	0	0	0	0	0	0	0		0	1	3	1	1	1	1	1	1	1	0	0	0	0	0		3	1	2	1	5				1	realizace úsporných opatření v nákladové oblasti
VOP 025	Nový Jičín	1946	1	1	Opravy automobilů (tanků)	s.p.	2	4	4	1		5	5	4	4	5	5		5	3			3			2		5	3		5		2					3		5																		1		5	5	4	5		5	5	4	4	5	5	5	5	4	3	3	5	2	4	3	5	3	3			1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0		1	1	0	0	1	1	0	0	0	0		0	1	3	1	1	1	1	1	1	1	1	0	0	0	0		3	2	2	5	1			2	1	
VOP-026	Šternberk	1951	1	1	Výrova kovových konstrukcí a kovových výrobků	s.p.	2	4	4	1		5	5	5	4	4	4	1	5	3		2		1			2		1		2		2		3		1	3		3																		1		5	3	4	3	5	4	3	5	5	5	5	4	4	3	3	3	3	2	5	2	4	5	5			0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0		1	1	0	0	1	1	0	1	1	0		0	1	3	0	0	0	0	1	1	1	1	0	0	0	0		1	5	3	5	5			2	2	
VS DOMY	Vsetín	1995	2	2	Výstavba bytových a nebytových budov	a.s.	2	3	3	2		3	4	5	5	5	4	4	4	3		5		1			2		3		4		2			2			2				2			2			2			2			2			1		5	5	4	4	4	5	5	5	5	5	5	5	5	5	4	4	5	4	5	4	5	4	4			0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0		2	0	0	0	1	1	0	0	1	0		0	1	3	0	0	1	1	1	1	1	0	1	0	0	0		3	2	2	4	4			2	2	
Vyroubal Textiles	Laškov	1993	2	2	Výroba	s.r.o.	2	1	1	1		1	2	4	3	4	4	1	4																																									4	5	2	4	2	4	3	4	4	4	4	5	5	5	4	5	4	4	3	3	4	3	2			0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0		3	1	0	0	1	0	0	0	0	0		0	2	3	0	0	0	0	0	0	1	0	0	0	0	0		1	1	1	5	2			2	2	
Vývoj, oděvní družstvo v Třešti	Třešť	1931	1	1	Výroba oděvů	družstvo	2	3	3	1		4	3	1	4	2	3	2	3	3		5	3		5		2			2			2		3			3		3	ISO 9001		2			2			2			2						1		5	5	3	5	3	4	3	5	5	5	5	5	4	4	5	3	5	4	5	3	4	2	3			0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0		1	1	0	0	1	1	0	0	1	0		0	1	3					1		1	0	0	0	0	0		2	2	1	4	4	5	Asijská pseudokonkurence	1	2	
Waltr stroje	Přáslavice	2007	3	3	Půjčovna stavebních strojů, zemní práce	s.r.o.	2	2	1	2		3	4	4	4	4	3	3	3	1		4	1		4		2			1			2			2			1			1		3		2			2			2						1		5	5	5	4	3	5	4	4	5	4	4	5	5	5	4	3	2	4	4	3	4	3	2			1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0		2	1	1	0	1	1	0	1	0	0		0	3	3	0	0	0	0	1	1	1	0	0	0	0	0		4	3	3	5	3			2	2	
WANZL spol. s r.o.	Hněvotín	1991	2	2	259900	S.r.o.	1	3	4	3		5	4	3	4	3	5	3	1	3		5	2	2	3		1		3	1	3		1			1										1			1			1						1		5	5	4	4	4	5	4	5	5	3	3	4	4	5	4	4	4	4	5	4	5	3	4			0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0		1	1	0	0	1	0	0	0	1	0		0	1	3	0	1	1	1	0	1	1	1	0	0	0	0		4	4	3	5	3			1	1	vyšší důraz na procesy a efektivnost
WARTEC	STRÁŽNICE	2002	3	2	SPECIALIZOVANÝ MALOOBCHOD	s.r.o.	2	1	1	2		4	5	5	3	5	5	3	4	1		5		2		1		4	1		4		2			2			2				2		1		5		2			2			2			1		5	5	4	4	5	4	3	4	5	5	5	4	5	3	3	4	4	4	4	3	2	2	2			0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0		1	1	1	0	0	0	0	0	0	0		0	3	2	1	1	1	1	1	1	1	0	0	0	0	0		3	4	5	2	4			1	2	
Weekamp Doors	Lačnov	2003	3	2	dřevozpracující průmysl	s.r.o.	1	3	4	1		4	3	5	5	5	4	4	5	2		4				2												2		4	ISO 9001:2000																	1		5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		3	1	0	0	1	1	0	1	0	0		0	1	2	0	1	1	1	0	1	1	0	0	0	0	0		2	3	3	5	3			1	2	
Wikov MGI, a.s.	Zbečnik 356, Hronov	2001	2	2	42141300-2	a.s.	2	4	4	1		5	5	4	4	4	4	4	2	3	1	1	1	1	3	1	1	3	3		3		1			2					zmetkovitost, výše garančních nákladů, náhrady od dodavatelů	2	1	2		1			1			1						1		5	3	3	2	2	4	3	4	5	4	4	5	5	4	5	4	4	4	5	5	5	5	4			1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	pracovní kapitál / tržby	1	1	1	0	1	1	1	1	1	0		0	3	3	0	1	1	0	1	0	1	0	0	0	0	0		4	2	2	5	3			2	1	zavádíme manažerskou výsledovku, chystáme zavedení BSC
Witzenmann Opava	Opava	1993	2	2	kovoobrábění	s.r.o.	1	3	3	1		3	4	4	5	5	4	2	2		2			1		2		3		1			2			2		2			ISO		2			1		2				1						2		3	3	4	4	3	3	4	3	4	3	3	4	5	4	4	2	3	4	4	3	4	2	3			0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0		1	1	0	0	1	0	0	0	1	0		0	2	3	0	1	1	1	0	0	0	0	0	1	0	0		2	3	3	4	2			2	2	
Z Studio	Zlín	1995	2	2	1810	s.r.o.	2	3	3	1		4	2	4	2	5	4	2	3	1		4	1		3		1			1			1			1							2			2			2			2						3		4	5	4	5	4	4	3	5	4	5	4	4	4	5	3	3	3	4	4	3	4	1	3			0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0		1	0	0	0	0	0	0	1	0	0		0	1	3	0	0	1	0	1	1	0	0	0	0	0	1	SW KARAT	1	1	3	4	4			1	2	
ZÁLESÍ	Luhačovice	1950	1	1	Výroba pryžových a plastových výrobků	a.s.	2	4	4	1		4	4	4	4	3	5	1	2	3		4	3		4		1		3		3		1			2		3		3			1			1			1		1		2					1		4	5	5	4	3	3	1	3	4	3	4	5	4	3	4	4	4	4	5	3	5	2	3			0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0		1	0	1	0	1	0	1	1	1	0		0	1	3	0	1	1	1	1	1	1	1	0	1	0	0		3	3	4		2			1	1	
ŹALUZIE NEVA	Prostějov	2003	3	2	výroba, montáž a oprava zastiňovacích zařízení	s.r.o.	2	2	3	1		4	4	5	4	5	4	1	5	2		4	1		4	1		5	1		4	2		4	1		5		1						2		4	1		4	1		5					1		5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5			0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0		2	1	0	0	1	1	0	0	1	0		0	1	3	0	0	0	1	1	1	1	1	0	1	0	0		1	1	1	4	1	5	finanční krize	1	2	
Zdeněk Jurášek	Zlín	1992	2	2	Výroba nábytku	OSVČ	2	2	1	1		3	3	5	3	5	5	5	1	3		5		2			2		3		5		2		3		3		2				2			2		1		3		2			2			1		5	5	4	5	4	5	4	4	5	4	5	5	5	5	5	4	5	5	5	5	5	4	4			1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0		1	1	0	0	1	1	0	0	1	0		0	1	3	1	0	1	1	1	1	1	1	0	0	0	0		3	2	2	5	2			1	2	
ZDV Strážná	Březůvky	1998	2	2	zemědělská výroby	družstvo	2	2	1	1		4	3	4	2	3	4	1	1		2			2			2			2			2			2			2				2			2			2			2			2					4	3	1	4		3	1	4	3	4	4	3	2	3				3			3					0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0		3	0	0	0	1	0	0	1	1	0		0	3	2	0	0	0	0	0	0	1	0	0	0	0	0									1	2	
Zemědělské družstvo Liptál	Lhota u Vsetína	1976	1	1	Rostlinná a živočišná výroba, myslivost a související činnosti 	družstvo	2	2	1	1		3	3	4	3	3	4	1	5	1		3	1		3		2			2			2			2			2				2			2			2			2						3		5	4	3	5	3	4	4	5	5	5	5	5	5	5	4	4	5	5	5	4	4	4	4			1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0		1	1	0	0	1	1	0	1	0	0		0	1	2	1	1	1	0	1	1	1	0	0	0	0	0		5	1	1	4	5			2	1	úspora nákladů
Zemědělské družstvo Moravan	Prostějov	1991	2	2	Zemědělská výroba a prodej zemědělských výrobků	Družstvo	2	2	1	1		4	4	3	2	3	4	3	3	2		4	2		3		2			2			2			2			2				2			2			2			2			2			1		5	3	4	4	3	3	2	5	5	4	4	4	4	4	5	2	4	4	3	3	3	2	2			0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0		1	1	0	0	1	0	0	0	0	0		0	2	3	1	0	0	0	1	1	1	0	0	0	0	0		5	2	2	4	5			2	2	
ZKL Hanušovice	Hanušovice	1958	1	1	Povrchová úprava a zušlechťování kovů; obrábění	a.s.	2	4	4	1		4	5	4	3	3	3	2	1	3		4		1			1		1		2		2		3		4	2			TS 16949	2		2		2		1		4		2						3		4	5	1	4	1	3	3	4	4	3	3	3	4	3	2	2	2	4	2	2	2	3	1			0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0		1	1	0	0	1	0	0	0	1	0		0	2	3	0	1	1	1	1	1	1	1	0	0	0	1	SAP	2	5	2	5	1			2	2	
ZLIN AIRCRAFT	Otrokovice	2007	3	3	Výroba letadel a leteckých komponentů	a.s.	1	3	2	1		5	5	4	4	4	4	2	1	1			1			1			1			1			1			1			ISO 9001		1		1				1		1							1		5	5	5	4	5	4	4	5	5	4	5	5	5	5	4	5	4	4	5	4	4	4	5			1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0		2	1	1	0	1	1	0	0	1	0		0	3	2	0	1	1	1	0	1	1	1	0	1	0	0		4	4	3	4	2			2	1	
Zlínské stavby	K majáku 5001	1992	2	2	Provádění staveb	a.s.	2	3	3	2		4	4	5	4	5	4	3	3	2		3	2		3		2		2		3	1			1		3	2		4		2		5	1		4	1		4		2						1		5	5	3	3	3	3	3	4	5	5	4	4	4	4	4	4	3	5	4	3	5	2	3			1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		2	1	0	0	1	0	0	0	1	0		0	1	3	1	1	1	1	1	1	1	0	0	0	0	0		3	4	4	4	4			2	2	
Znojemské strojírny	Znojmo	1992	2	2	Výroba strojních detailů	s.r.o.	2	3	3	1		5	4	3	3	3	2	2	3	3				2			2			1			2			2			1				2			2			2			2			2			3		5	5	3	4	3	3	4	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5				0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0		1	1	0	0	0	0	0	0	0	0		0	3	3	0	1	1	1	0	0	0	0	0	0	0	0		2	2	3	5	1			2	2	
ZPS - Slévárna	Zlín	1993	2	2	Výzkum, vývoj, prodej odlitků	a.s.	1	4	4	1		3	5	5	5	3	4	3	5	3		4	3		4		1			1			1			1			1			3		4		1			2		3		4					1		5	5	3	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5			1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0		1	1	0	0	1	1	0	1	1	0		0	1	1	0	0	0	0	0	0	1	0	0	0	1	1		3	2	2	2	4	5		2	1	
ŽELEZÁRNY Veselí	Veselí nad Moravou	1960	1	1	výroba svařovaných ocelových trub a profilů 	a.s.	2	4	4	1		3	5	5	2	4	4	3	5	3		3		2		3		3	3		3		2			2		3		3		2		3		2			2			2						1		5	3	3	5	3	4	4	4	4	4	4	5	5	5	4	4	4	4	3	3	4	3	3			1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0		1	1	0	0	1	0	0	0	1	0		0	2	1	1	1	1	1		1	1	1	0	0	0	0		4	1	3	3	3			2	2	
